IC50	O
=	O
32	O
+	O
/	O
-	O
10	O
microM	O
)	O
and	O
apparently	O
a	O
lower	O
relative	O
efficacy	O
than	O
10	O
.	O
Methotrexate	O
poly	O
(	O
gamma	O
-	O
L	O
-	O
glutamate	O
)	O
s	O
bearing	O
two	O
and	O
three	O
glutamate	O
units	O
above	O
that	O
present	O
in	O
methotrexate	O
have	O
been	O
synthesized	O
by	O
extension	O
of	O
a	O
previously	O
described	O
route	O
used	O
to	O
synthesize	O
the	O
lower	O
conjugate	O
bearing	O
one	O
added	O
glutamate	O
unit	O
.	O
Therefore	O
,	O
the	O
interaction	O
of	O
the	O
drug	O
with	O
the	O
binding	O
site	O
,	O
responsible	O
for	O
its	O
biological	O
activity	O
,	O
appears	O
to	O
be	O
governed	O
by	O
a	O
dynamic	O
process	O
.	O
Compound	O
5e	O
showed	O
high	O
affinity	O
for	O
rat	O
A	O
(	O
2A	O
)	O
AR	O
(	O
K	O
(	O
i	O
)	O
=	O
8	O
nM	O
)	O
,	O
human	O
recombinant	O
A	O
(	O
2A	O
)	O
AR	O
(	O
K	O
(	O
i	O
)	O
=	O
5	O
nM	O
)	O
,	O
and	O
human	O
native	O
A	O
(	O
2A	O
)	O
AR	O
(	O
K	O
(	O
i	O
)	O
=	O
15	O
nM	O
)	O
and	O
was	O
highly	O
selective	O
versus	O
rat	O
A	O
(	O
1	O
)	O
AR	O
(	O
110	O
-	O
fold	O
)	O
,	O
human	O
recombinant	O
A	O
(	O
2A	O
)	O
AR	O
(	O
500	O
-	O
fold	O
)	O
,	O
human	O
A	O
(	O
2B	O
)	O
AR	O
(	O
&	O
gt	O
;	O
2000	O
-	O
fold	O
)	O
,	O
and	O
human	O
A	O
(	O
3	O
)	O
AR	O
(	O
&	O
gt	O
;	O
2000	O
-	O
fold	O
)	O
.	O
Furthermore	O
,	O
when	O
9a	O
was	O
given	O
twice	O
daily	O
at	O
a	O
dosage	O
of	O
40	O
mg	O
/	O
kg	O
for	O
6	O
consecutive	O
days	O
,	O
a	O
T	O
/	O
C	O
value	O
of	O
165	O
was	O
obtained	O
and	O
60%	O
of	O
the	O
mice	O
were	O
60	O
-	O
day	O
long	O
-	O
term	O
survivors	O
.	O
b	O
.	O
Of	O
the	O
20	O
compounds	O
evaluated	O
,	O
six	O
exhibited	O
biologically	O
significant	O
anti	O
-	O
L1210	O
activity	O
in	O
BD2F1	O
mice	O
and	O
reduced	O
body	O
burdens	O
of	O
viable	O
L1210	O
cells	O
more	O
than	O
90-97%	O
by	O
single	O
treatment	O
.	O
4,5,6,7	B-IUPAC
-	I-IUPAC
Tetrahydro	I-IUPAC
-	I-IUPAC
5	I-IUPAC
-	I-IUPAC
methylimidazo	I-IUPAC
[	I-IUPAC
4,5,1	I-IUPAC
-	I-IUPAC
jk	I-IUPAC
]	I-IUPAC
[	I-IUPAC
1,4	I-IUPAC
]	I-IUPAC
benzodiazepin	I-IUPAC
-	I-IUPAC
2	I-IUPAC
(	I-IUPAC
1H	I-IUPAC
)	I-IUPAC
-	I-IUPAC
ones	I-IUPAC
(	O
TIBO	O
)	O
,	O
1	O
,	O
have	O
been	O
shown	O
to	O
significantly	O
inhibit	O
HIV	O
-	O
1	O
replication	O
in	O
vitro	O
by	O
interfering	O
with	O
the	O
virus	O
's	O
reverse	O
transcriptase	O
enzyme	O
.	O
A	O
more	O
specific	O
process	O
was	O
used	O
for	O
the	O
5	B-IUPAC
-	I-IUPAC
(	I-IUPAC
phenylamino	I-IUPAC
)	I-IUPAC
compound	B-MODIFIER
,	O
i.e.	O
,	O
nucleophilic	O
displacement	O
of	O
nitrite	O
from	O
methyl	B-IUPAC
5	I-IUPAC
-	I-IUPAC
nitro	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
pyridinecarboxylate	I-IUPAC
by	O
sodioformanilide	O
and	O
subsequent	O
hydrolysis	O
.	O
As	O
an	O
inhibitor	O
of	O
TS	O
from	O
H35F	O
/	O
F	O
cells	O
,	O
4	O
gave	O
an	O
IC50	O
value	O
showing	O
it	O
to	O
be	O
approximately	O
6	O
-	O
fold	O
less	O
inhibitory	O
than	O
PDDF	O
(	O
90	O
nM	O
for	O
4	O
vs	O
14	O
nM	O
for	O
PDDF	O
)	O
.	O
2beta	O
-	O
(	O
R	O
)	O
-	O
Carbo	O
-	O
1	O
-	O
fluoro	O
-	O
2	O
-	O
propoxy	O
-	O
3beta	O
-	O
(	O
4	O
-	O
chlorophenyl	O
)	O
tro	O
pane	O
(	O
(	O
R	O
)	O
-	O
FIPCT	O
,	O
R	O
-	O
6	O
)	O
and	O
2beta	B-IUPAC
-	I-IUPAC
(	I-IUPAC
S	I-IUPAC
)	I-IUPAC
-	I-IUPAC
carbo	I-IUPAC
-	I-IUPAC
1	I-IUPAC
-	I-IUPAC
fluoro	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
propoxy	I-IUPAC
-	I-IUPAC
3beta	I-IUPAC
-	I-IUPAC
(	I-IUPAC
4	I-IUPAC
-	I-IUPAC
chlorophenyl	I-IUPAC
)	I-IUPAC
tro	I-IUPAC
pane	I-IUPAC
(	O
(	O
S	O
)	O
-	O
FIPCT	O
,	O
S	O
-	O
6	O
)	O
were	O
prepared	O
and	O
evaluated	O
in	O
vitro	O
and	O
in	O
vivo	O
for	O
dopamine	O
transporter	O
(	O
DAT	O
)	O
selectivity	O
and	O
specificity	O
.	O
Compound	O
4	O
was	O
found	O
to	O
be	O
the	O
most	O
active	O
agent	O
of	O
this	O
series	O
of	O
compounds	O
.	O
The	O
symmetrical	O
diamidines	O
14a	O
,	O
b	O
were	O
synthesized	O
through	O
the	O
corresponding	O
bis	B-IUPAC
-	I-IUPAC
O	I-IUPAC
-	I-IUPAC
acetoxyamidoxime	I-IUPAC
followed	O
by	O
hydrogenation	O
.	O
New	O
histamine	O
derivatives	O
characterized	O
by	O
a	O
(	O
substituted	O
)	O
aryl	O
,	O
heteroaryl	O
,	O
benzyl	O
,	O
or	O
heteroarylmethyl	O
substituent	O
in	O
the	O
C2	O
position	O
of	O
the	O
imidazole	O
ring	O
have	O
been	O
prepared	O
from	O
appropriate	O
imidates	O
or	O
amidines	O
,	O
respectively	O
,	O
and	O
2	B-IUPAC
-	I-IUPAC
oxo	I-IUPAC
-	I-IUPAC
4	I-IUPAC
-	I-IUPAC
phthalimido	I-IUPAC
-	I-IUPAC
1	I-IUPAC
-	I-IUPAC
butyl	I-IUPAC
acetate	I-IUPAC
(	O
1	O
)	O
.	O
A	O
composite	O
hydrogen	O
-	O
bonding	O
environment	O
has	O
been	O
constructed	O
for	O
the	O
TRH	O
analogue	O
system	O
and	O
examined	O
for	O
its	O
inference	O
with	O
respect	O
to	O
receptor	O
binding	O
.	O
Derivatives	O
of	O
the	O
nonselective	O
excitatory	O
amino	O
acid	O
antagonist	O
kynurenic	O
acid	O
(	O
4	B-IUPAC
-	I-IUPAC
oxo	I-IUPAC
-	I-IUPAC
1,4	I-IUPAC
-	I-IUPAC
dihydroquinoline	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
carboxylic	I-IUPAC
acid	I-IUPAC
,	O
1	O
)	O
have	O
been	O
synthesized	O
and	O
evaluated	O
for	O
in	O
vitro	O
antagonist	O
activity	O
at	O
the	O
excitatory	O
amino	O
acid	O
receptors	O
sensitive	O
to	O
N	B-IUPAC
-	I-IUPAC
methyl	I-IUPAC
-	I-IUPAC
D	I-IUPAC
-	I-IUPAC
aspartic	I-IUPAC
acid	I-IUPAC
(	O
NMDA	O
)	O
,	O
quisqualic	O
acid	O
(	O
QUIS	O
or	O
AMPA	O
)	O
,	O
and	O
kainic	O
acid	O
(	O
KA	O
)	O
.	O
Compound	O
7g	O
turned	O
out	O
to	O
be	O
a	O
very	O
weak	O
AMPA	O
receptor	O
agonist	O
(	O
IC50	O
=	O
12	O
+	O
/	O
-	O
0.7	O
microM	O
;	O
EC50	O
=	O
160	O
+	O
/	O
-	O
15	O
microM	O
)	O
.	O
The	O
4	B-IUPAC
-	I-IUPAC
(	I-IUPAC
3	I-IUPAC
-	I-IUPAC
chloro	I-IUPAC
-	I-IUPAC
4	I-IUPAC
-	I-IUPAC
hydroxyphenyl	I-IUPAC
)	I-IUPAC
and	O
the	O
4	B-IUPAC
-	I-IUPAC
(	I-IUPAC
3	I-IUPAC
-	I-IUPAC
hydroxyphenyl	I-IUPAC
)	I-IUPAC
isomer	B-MODIFIER
possessed	O
similar	O
potencies	O
as	O
D	O
-	O
1	O
antagonists	O
.	O
The	O
other	O
assay	O
measured	O
retinoid	O
-	O
induced	O
differentiation	O
of	O
the	O
human	O
myoloid	O
leukemia	O
cell	O
line	O
HL	O
-	O
60	O
.	O
In	O
general	O
,	O
the	O
compounds	O
structurally	O
related	O
to	O
BTCP	O
exhibited	O
greater	O
selectivity	O
for	O
sites	O
labeled	O
by	O
[	O
3H	O
]	O
BTCP	O
.	O
The	O
most	O
potent	O
broad	O
spectrum	O
agent	O
in	O
the	O
NCI	O
cell	O
panel	O
was	O
2	B-IUPAC
-	I-IUPAC
(	I-IUPAC
4	I-IUPAC
-	I-IUPAC
amino	I-IUPAC
-	I-IUPAC
3	I-IUPAC
-	I-IUPAC
methylphenyl	I-IUPAC
)	I-IUPAC
-	I-IUPAC
5	I-IUPAC
-	I-IUPAC
fluorobenzothiazole	I-IUPAC
(	O
10h	O
)	O
which	O
,	O
unlike	O
the	O
6	B-IUPAC
-	I-IUPAC
fluoro	I-IUPAC
isomer	B-MODIFIER
(	O
10d	O
)	O
,	O
produces	O
no	O
exportable	O
metabolites	O
in	O
the	O
presence	O
of	O
sensitive	O
MCF	O
-	O
7	O
cells	O
.	O
Treatment	O
of	O
spermine	O
with	O
3	B-IUPAC
-	I-IUPAC
(	I-IUPAC
2,3	I-IUPAC
-	I-IUPAC
dimethoxybenzoyl	I-IUPAC
)	I-IUPAC
thiazol	I-IUPAC
-	I-IUPAC
idine	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
thione	I-IUPAC
(	O
1	O
)	O
(	O
molar	O
ratio	O
2	O
:	O
1	O
)	O
gave	O
1,14	B-IUPAC
-	I-IUPAC
bis	I-IUPAC
(	I-IUPAC
2,3	I-IUPAC
-	I-IUPAC
dimethoxybenzoyl	I-IUPAC
)	I-IUPAC
-	I-IUPAC
1,5,10,14	I-IUPAC
-	I-IUPAC
tetraazatetradecane	I-IUPAC
(	O
2	O
,	O
DiCAM	O
-	O
spermine	O
)	O
in	O
80%	O
yield	O
.	O
CNS	O
-	O
stimulating	O
activity	O
was	O
also	O
evaluated	O
by	O
examining	O
the	O
promotional	O
effect	O
on	O
the	O
recovery	O
from	O
cerebral	O
concussion	O
induced	O
coma	O
in	O
mice	O
.	O
Regeneration	O
of	O
the	O
5,6	O
-	O
olefinic	O
bond	O
to	O
give	O
AZT	O
,	O
upon	O
incubation	O
of	O
the	O
5	B-IUPAC
-	I-IUPAC
halo	I-IUPAC
-	I-IUPAC
6	I-IUPAC
-	I-IUPAC
methoxy	I-IUPAC
-	I-IUPAC
5,6	I-IUPAC
-	I-IUPAC
dihydro	I-IUPAC
compounds	B-MODIFIER
with	O
glutathione	O
,	O
mouse	O
blood	O
,	O
or	O
mouse	O
liver	O
homogenate	O
,	O
was	O
dependent	O
upon	O
the	O
nature	O
of	O
the	O
5	B-IUPAC
-	I-IUPAC
halo	I-IUPAC
substituent	B-MODIFIER
(	O
I	O
&	O
gt	O
;	O
Br	O
)	O
.	O
Structure	O
-	O
-	O
activity	O
relationships	O
for	O
4	B-IUPAC
-	I-IUPAC
[	I-IUPAC
2p	I-IUPAC
(	I-IUPAC
arylmethyl	I-IUPAC
)	I-IUPAC
phenyl	I-IUPAC
]	I-IUPAC
piperidines	I-IUPAC
are	O
generally	O
similar	O
to	O
the	O
profile	O
established	O
for	O
3	B-IUPAC
-	I-IUPAC
arylspiro	I-IUPAC
[	I-IUPAC
isobenzofuran	I-IUPAC
-	I-IUPAC
1	I-IUPAC
(	I-IUPAC
3H	I-IUPAC
)	I-IUPAC
,	I-IUPAC
4'	I-IUPAC
-	I-IUPAC
piperidines	I-IUPAC
]	I-IUPAC
.	O
This	O
suggests	O
that	O
new	O
,	O
more	O
stable	O
and	O
selective	O
nucleotide	O
agonists	O
may	O
be	O
designed	O
on	O
the	O
basis	O
of	O
the	O
(	O
N	O
)	O
-	O
conformation	O
,	O
which	O
greatly	O
enhanced	O
potency	O
at	O
P2Y	O
(	O
1	O
)	O
receptors	O
.	O
The	O
MAP	O
facility	O
within	O
the	O
Chem	O
-	O
X	O
molecular	O
modeling	O
program	O
was	O
then	O
used	O
to	O
calculate	O
the	O
region	O
of	O
steric	O
interference	O
(	O
termed	O
the	O
receptor	O
essential	O
volume	O
,	O
REV	O
)	O
from	O
these	O
accessible	O
conformers	O
.	O
Nonclassical	O
antifolates	O
,	O
2,4	B-IUPAC
-	I-IUPAC
diamino	I-IUPAC
-	I-IUPAC
5	I-IUPAC
-	I-IUPAC
substituted	I-IUPAC
-	I-IUPAC
furo	I-IUPAC
[	I-IUPAC
2	I-IUPAC
,	I-IUPAC
3	I-IUPAC
-	I-IUPAC
d	I-IUPAC
]	I-IUPAC
pyrimidines	I-IUPAC
3-12	O
with	O
bridge	O
region	O
variations	O
of	O
C8	O
-	O
S9	O
,	O
C8	O
-	O
N9	O
,	O
and	O
C8	O
-	O
O9	O
and	O
1	B-IUPAC
-	I-IUPAC
naphthyl	I-IUPAC
,	O
2	B-IUPAC
-	I-IUPAC
naphthyl	I-IUPAC
,	O
2	B-IUPAC
-	I-IUPAC
phenoxyphenyl	I-IUPAC
,	O
4	B-IUPAC
-	I-IUPAC
phenoxyphenyl	I-IUPAC
,	O
and	O
2	B-IUPAC
-	I-IUPAC
biphenyl	I-IUPAC
side	B-MODIFIER
chains	I-MODIFIER
were	O
synthesized	O
as	O
phenyl	O
ring	O
appended	O
analogues	O
of	O
previously	O
reported	O
2	B-IUPAC
,	I-IUPAC
4	I-IUPAC
-	I-IUPAC
diamino	I-IUPAC
-	I-IUPAC
5	I-IUPAC
-	I-IUPAC
(	I-IUPAC
anilinomethyl	I-IUPAC
)	I-IUPAC
furo	I-IUPAC
[	I-IUPAC
2,3	I-IUPAC
-	I-IUPAC
d	I-IUPAC
]	I-IUPAC
pyrimidines	I-IUPAC
.	O
Novel	O
requisite	O
heterocycles	B-MODIFIER
4	B-IUPAC
-	I-IUPAC
amino	I-IUPAC
-	I-IUPAC
3	I-IUPAC
-	I-IUPAC
chloro	I-IUPAC
-	I-IUPAC
2	I-IUPAC
(	I-IUPAC
1H	I-IUPAC
)	I-IUPAC
-	I-IUPAC
pyridinone	I-IUPAC
(	O
7a	O
)	O
and	O
4	B-IUPAC
-	I-IUPAC
amino	I-IUPAC
-	I-IUPAC
3	I-IUPAC
-	I-IUPAC
bromo	I-IUPAC
-	I-IUPAC
2	I-IUPAC
(	I-IUPAC
1H	I-IUPAC
)	I-IUPAC
-	I-IUPAC
pyridinone	I-IUPAC
(	O
7b	O
)	O
were	O
prepared	O
by	O
halogenating	O
4	B-IUPAC
-	I-IUPAC
amino	I-IUPAC
-	I-IUPAC
2	I-IUPAC
(	I-IUPAC
1H	I-IUPAC
)	I-IUPAC
-	I-IUPAC
pyridinone	I-IUPAC
(	O
5	O
)	O
.	O
New	O
boron	O
-	O
containing	O
polyamine	O
have	O
been	O
synthesized	O
:	O
(	B-IUPAC
aminoalkylamine	I-IUPAC
)	I-IUPAC
-	I-IUPAC
N	I-IUPAC
-	I-IUPAC
(	I-IUPAC
aminoalkyl	I-IUPAC
)	I-IUPAC
azanonaborane	I-IUPAC
(	O
11	O
)	O
derivatives	B-MODIFIER
[	O
H	O
(	O
2	O
)	O
N	O
(	O
CH	O
(	O
2	O
)	O
)	O
(	O
n	O
)	O
H	O
(	O
2	O
)	O
NB	O
(	O
8	O
)	O
H	O
(	O
11	O
)	O
NH	O
(	O
CH	O
(	O
2	O
)	O
)	O
(	O
n	O
)	O
NH	O
(	O
2	O
)	O
]	O
,	O
where	O
n	O
=	O
4-6	O
and	O
12	O
,	O
and	O
[	O
H	O
(	O
2	O
)	O
N	O
(	O
CH	O
(	O
2	O
)	O
)	O
(	O
3	O
)	O
H	O
(	O
2	O
)	O
NB	O
(	O
8	O
)	O
H	O
(	O
11	O
)	O
NH	O
(	O
CH	O
(	O
2	O
)	O
)	O
(	O
4	O
)	O
NH	O
(	O
2	O
)	O
]	O
.	O
The	O
rat	O
antipressor	O
potency	O
of	O
[	B-IUPAC
1	I-IUPAC
-	I-IUPAC
deaminopenicillamine	I-IUPAC
]	I-IUPAC
oxytocin	I-IUPAC
was	O
also	O
determined	O
in	O
this	O
study	O
:	O
pA2	O
=	O
6.27	O
.	O
The	O
tested	O
compounds	O
showed	O
high	O
affinity	O
for	O
5	O
-	O
HT	O
(	O
1A	O
)	O
and	O
alpha	O
(	O
1	O
)	O
receptors	O
(	O
K	O
(	O
i	O
)	O
=	O
1.1-87	O
and	O
10-62	O
nM	O
,	O
respectively	O
)	O
and	O
moderate	O
to	O
low	O
affinity	O
for	O
5	O
-	O
HT	O
(	O
2A	O
)	O
(	O
K	O
(	O
i	O
)	O
=	O
56-881	O
nM	O
)	O
and	O
D	O
(	O
2	O
)	O
receptors	O
(	O
K	O
(	O
i	O
)	O
=	O
94-1245	O
nM	O
)	O
.	O
An	O
alternate	O
procedure	O
which	O
consisted	O
of	O
reacting	O
4	B-IUPAC
-	I-IUPAC
chloro	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
formylpyridine	I-IUPAC
ethylene	I-IUPAC
acetal	I-IUPAC
with	O
various	O
amines	O
,	O
followed	O
by	O
hydrolysis	O
and	O
reaction	O
with	O
thiosemicarbazide	O
,	O
was	O
also	O
employed	O
.	O
8	O
was	O
shown	O
to	O
be	O
photochemically	O
active	O
and	O
is	O
a	O
potential	O
photoaffinity	O
label	O
for	O
the	O
recognition	O
site	O
of	O
the	O
AMPA	O
receptors	O
.	O
Compounds	O
7a	O
-	O
c	O
failed	O
to	O
increase	O
the	O
life	O
span	O
of	O
mice	O
infected	O
with	O
B16	O
melanoma	O
.	O
A	O
substitution	O
of	O
DTrp	O
(	O
8	O
)	O
by	O
D2Nal	O
(	O
8	O
)	O
in	O
7	O
to	O
yield	O
des	O
-	O
AA	O
(	O
1,2,5	O
)	O
-	O
[	O
D2Nal	O
(	O
8	O
)	O
,	O
IAmp	O
(	O
9	O
)	O
]	O
-	O
SRIF	O
(	O
13	O
)	O
and	O
in	O
16	O
to	O
yield	O
des	O
-	O
AA	O
(	O
1,5	O
)	O
-	O
[	O
Tyr	O
(	O
2	O
)	O
,	O
D2Nal	O
(	O
8	O
)	O
,	O
IAmp	O
(	O
9	O
)	O
]	O
-	O
SRIF	O
(	O
17	O
)	O
was	O
intended	O
to	O
increase	O
chemical	O
stability	O
,	O
selectivity	O
,	O
and	O
affinity	O
and	O
resulted	O
in	O
two	O
analogues	O
that	O
were	O
less	O
potent	O
or	O
equipotent	O
with	O
similar	O
selectivity	O
,	O
respectively	O
.	O
The	O
family	O
of	O
cyclosteroids	O
should	O
be	O
useful	O
for	O
future	O
structure	O
-	O
activity	O
relationship	O
studies	O
of	O
steroid	O
modulation	O
of	O
other	O
GABA	O
(	O
A	O
)	O
receptor	O
subtypes	O
.	O
All	O
the	O
bromomethylpyrazole	O
nucleosides	O
described	O
showed	O
significant	O
cytostatic	O
activity	O
against	O
HeLa	O
cell	O
cultures	O
.	O
A	O
number	O
of	O
3	B-PARTIUPAC
-	I-PARTIUPAC
bromo	I-PARTIUPAC
-	I-PARTIUPAC
,	O
3	B-PARTIUPAC
-	I-PARTIUPAC
nitro	I-PARTIUPAC
-	I-PARTIUPAC
,	O
and	O
3	B-IUPAC
-	I-IUPAC
ethoxycarbonyl	I-IUPAC
-	I-IUPAC
5,7	I-IUPAC
-	I-IUPAC
dialkylpyrazolo	I-IUPAC
[	I-IUPAC
1,5	I-IUPAC
-	I-IUPAC
a	I-IUPAC
]	I-IUPAC
pyrimidines	I-IUPAC
were	O
synthesized	O
and	O
screened	O
as	O
in	O
vitro	O
cAMP	O
phosphodiesterase	O
inhibitors	O
.	O
The	O
presence	O
of	O
a	O
5	B-IUPAC
-	I-IUPAC
hydroxyl	I-IUPAC
group	B-MODIFIER
increased	O
selectivity	O
of	O
flavonols	O
for	O
human	O
A3	O
receptors	O
.	O
Two	O
of	O
the	O
designed	O
ligands	O
(	O
10e	O
and	O
10f	O
)	O
showed	O
the	O
highest	O
affinities	O
(	O
34	O
and	O
24	O
nM	O
,	O
respectively	O
)	O
reported	O
so	O
far	O
for	O
a	O
DAG	O
analogue	O
.	O
In	O
contrast	O
,	O
reaction	O
of	O
5	B-IUPAC
-	I-IUPAC
(	I-IUPAC
1	I-IUPAC
-	I-IUPAC
hydroxy	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
iodoethyl	I-IUPAC
)	I-IUPAC
-	I-IUPAC
2'	I-IUPAC
-	I-IUPAC
deoxyuridine	I-IUPAC
(	O
11a	O
)	O
with	O
sodium	O
carbonate	O
in	O
methanol	O
afforded	O
a	O
mixture	O
of	O
5	B-IUPAC
-	I-IUPAC
(	I-IUPAC
1	I-IUPAC
-	I-IUPAC
hydroxy	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
methoxyethyl	I-IUPAC
)	I-IUPAC
-	I-IUPAC
2'	I-IUPAC
-	I-IUPAC
deoxyuridine	I-IUPAC
(	O
13	O
)	O
and	O
2,3	B-IUPAC
-	I-IUPAC
dihydro	I-IUPAC
-	I-IUPAC
3	I-IUPAC
-	I-IUPAC
hydroxy	I-IUPAC
-	I-IUPAC
5	I-IUPAC
-	I-IUPAC
(	I-IUPAC
2'	I-IUPAC
-	I-IUPAC
deoxy	I-IUPAC
-	I-IUPAC
beta	I-IUPAC
-	I-IUPAC
D	I-IUPAC
-	I-IUPAC
ribofuranosyl	I-IUPAC
)	I-IUPAC
-	I-IUPAC
furano	I-IUPAC
[	I-IUPAC
2,3	I-IUPAC
-	I-IUPAC
d	I-IUPAC
]	I-IUPAC
pyrimidin	I-IUPAC
-	I-IUPAC
6	I-IUPAC
(	I-IUPAC
5H	I-IUPAC
)	I-IUPAC
-	I-IUPAC
one	I-IUPAC
(	O
14	O
)	O
.	O
The	O
N	B-IUPAC
-	I-IUPAC
allylindoline	I-IUPAC
4d	O
is	O
more	O
potent	O
than	O
idazoxan	O
in	O
vitro	O
and	O
is	O
equipotent	O
in	O
vivo	O
,	O
but	O
is	O
less	O
receptor	O
selective	O
(	O
alpha	O
2	O
vs.	O
alpha	O
1	O
)	O
than	O
idazoxan	O
.	O
Condensation	O
of	O
2	B-PARTIUPAC
-	I-PARTIUPAC
(	I-PARTIUPAC
tert	I-PARTIUPAC
-	I-PARTIUPAC
butylsulfenyl	I-PARTIUPAC
)	I-PARTIUPAC
-	I-PARTIUPAC
and	O
2	B-IUPAC
-	I-IUPAC
[	I-IUPAC
(	I-IUPAC
2	I-IUPAC
-	I-IUPAC
carbomethoxyethyl	I-IUPAC
)	I-IUPAC
sulfenyl	I-IUPAC
]	I-IUPAC
tryptophan	I-IUPAC
methyl	I-IUPAC
ester	I-IUPAC
,	O
obtained	O
by	O
reaction	O
of	O
methyl	B-IUPAC
3a	I-IUPAC
-	I-IUPAC
hydroxy	I-IUPAC
-	I-IUPAC
1,2,3,3	I-IUPAC
a	I-IUPAC
,	I-IUPAC
8,8	I-IUPAC
a	I-IUPAC
-	I-IUPAC
hexahydropyrrolo	I-IUPAC
[	I-IUPAC
2,3	I-IUPAC
-	I-IUPAC
b	I-IUPAC
]	I-IUPAC
indole	I-IUPAC
-	I-IUPAC
2	I-IUPAC
-	I-IUPAC
carboxyla	I-IUPAC
te	I-IUPAC
with	O
the	O
corresponding	O
thiol	O
,	O
with	O
Z	O
-	O
Lys	O
(	O
Z	O
)	O
-	O
OSu	O
afforded	O
Z	O
-	O
Lys	O
(	O
Z	O
)	O
-	O
Trp	O
(	O
t	O
-	O
BuS	O
)	O
-	O
OMe	O
and	O
Z	O
-	O
Lys	O
(	O
Z	O
)	O
-	O
Trp	O
(	O
CmES	O
)	O
-	O
OMe	O
,	O
which	O
on	O
treatment	O
with	O
Me3SiI	O
/	O
CH3CN	O
provided	O
23	O
and	O
24	O
,	O
respectively	O
.	O
1c	O
was	O
equally	O
potent	O
against	O
a	O
CHO	O
variant	O
that	O
was	O
20	O
-	O
fold	O
resistant	O
to	O
FU	O
.	O
Polyamines	O
containing	O
two	O
nitrogen	O
atoms	O
showed	O
optimal	O
binding	O
at	O
both	O
sigma	O
-	O
1	O
and	O
sigma	O
-	O
2	O
receptor	O
subtypes	O
.	O
6	B-IUPAC
-	I-IUPAC
Deoxy	I-IUPAC
-	I-IUPAC
6	I-IUPAC
-	I-IUPAC
fluoro	I-IUPAC
-	I-IUPAC
D	I-IUPAC
-	I-IUPAC
galactose	I-IUPAC
and	O
its	O
enantiomer	O
4a	O
were	O
found	O
to	O
be	O
effective	O
inhibitors	O
of	O
D	B-IUPAC
-	I-IUPAC
[	I-IUPAC
3H	I-IUPAC
]	I-IUPAC
galactose	I-IUPAC
and	O
L	B-IUPAC
-	I-IUPAC
[	I-IUPAC
3H	I-IUPAC
]	I-IUPAC
fucose	I-IUPAC
incorporation	O
,	O
respectively	O
,	O
into	O
macromolecular	O
components	O
of	O
human	O
mammary	O
tumor	O
cells	O
