enzyme	O	O
.	O	O
We	O	O
have	O	O
prepared	O	O
fluoroalkyl	O	O
analogs	O	O
of	O	O
QNB	O	O
,	O	O
which	O	O
are	O	O
amenable	O	O
to	O	O
labeling	O	O
with	O	O
18F	O	O
,	O	O
for	O	O
potential	O	O
imaging	O	O
applications	O	O
with	O	O
positron	O	O
emission	O	O
tomography	O	O
.	O	O
Structure	O	O
-	O	O
activity	O	O
relationships	O	O
within	O	O
this	O	O
series	O	O
of	O	O
compounds	O	O
are	O	O
discussed	O	O
.	O	O
In	O	O
the	O	O
cocaine	O	O
discrimination	O	O
test	O	O
,	O	O
all	O	O
analogues	O	O
showed	O	O
full	O	O
or	O	O
at	O	O
least	O	O
50%	O	O
generalization	O	O
with	O	O
the	O	O
exception	O	O
of	O	O
3p	O	O
,	O	O
which	O	O
did	O	O
not	O	O
show	O	O
generalization	O	O
.	O	O
In	O	O
the	O	O
absence	O	O
of	O	O
a	O	O
spacer	O	O
(	O	O
1	O	O
)	O	O
,	O	O
the	O	O
analogue	O	O
exhibited	O	O
dual	O	O
delta	O	O
-	O	O
agonism	O	O
(	O	O
pEC	O	O
(	O	O
50	O	O
)	O	O
,	O	O
7.28	O	O
)	O	O
and	O	O
delta	O	O
-	O	O
antagonism	O	O
(	O	O
pA	O	O
(	O	O
2	O	O
)	O	O
,	O	O
7.90	O	O
)	O	O
.	O	O
Requisite	O	O
heterocycles	O	O
4	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
amino	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
nitro	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
1H	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
pyridinone	I-IUPAC	I-IUPAC
(	O	O
7c	O	O
)	O	O
,	O	O
3	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
chloro	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
hydroxy	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
1H	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
pyridinone	I-IUPAC	I-IUPAC
(	O	O
7d	O	O
)	O	O
,	O	O
3	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
bromo	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
hydroxy	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
1H	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
pyridinone	I-IUPAC	I-IUPAC
(	O	O
7e	O	O
)	O	O
,	O	O
and	O	O
4	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
hydroxy	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
nitro	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
1H	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
pyridinone	I-IUPAC	I-IUPAC
(	O	O
7f	O	O
)	O	O
were	O	O
synthesized	O	O
by	O	O
known	O	O
procedures	O	O
from	O	O
4	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
hydroxy	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
1H	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
pyridinone	I-IUPAC	I-IUPAC
(	O	O
6	O	O
)	O	O
.	O	O
[	O	O
Cys	O	O
(	O	O
Acm	O	O
)	O	O
2	O	O
,	O	O
D	O	O
-	O	O
Trp	O	O
(	O	O
Boc	O	O
)	O	O
4	O	O
,	O	O
Lys	O	O
(	O	O
Boc	O	O
)	O	O
5	O	O
,	O	O
Thr	O	O
(	O	O
tBu	O	O
)	O	O
6	O	O
,	O	O
Cys	O	O
(	O	O
Acm	O	O
)	O	O
7	O	O
,	O	O
des	B-IUPAC	O
(	I-IUPAC	O
threoninol	I-IUPAC	O
)	I-IUPAC	O
]	I-IUPAC	O
-	I-IUPAC	O
octreotide	I-IUPAC	O
was	O	O
assembled	O	O
by	O	O
Fmoc	O	O
solid	O	O
-	O	O
phase	O	O
synthesis	O	O
and	O	O
the	O	O
intramolecular	O	O
disulfide	O	O
bond	O	O
formed	O	O
by	O	O
treatment	O	O
of	O	O
the	O	O
resin	O	O
-	O	O
bound	O	O
peptide	O	O
with	O	O
thallium	O	O
trifluoroacetate	O	O
[	O	O
Tl	O	O
(	O	O
Tfa	O	O
)	O	O
3	O	O
]	O	O
.	O	O
1,3	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
Dihydro	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2H	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
imidazo	I-IUPAC	I-IUPAC
[	I-IUPAC	I-IUPAC
4,5	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
b	I-IUPAC	I-IUPAC
]	I-IUPAC	I-IUPAC
pyridin	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
ones	I-IUPAC	I-IUPAC
13	O	O
were	O	O
prepared	O	O
from	O	O
2	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
aminopyridine	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
carboxylic	I-IUPAC	I-IUPAC
acids	I-IUPAC	I-IUPAC
(	O	O
7	O	O
,	O	O
10	O	O
)	O	O
via	O	O
Curtius	O	O
rearrangement	O	O
.	O	O
Strips	O	O
of	O	O
rabbit	O	O
bladder	O	O
neck	O	O
were	O	O
employed	O	O
as	O	O
a	O	O
predictive	O	O
assay	O	O
for	O	O
antagonism	O	O
in	O	O
the	O	O
human	O	O
lower	O	O
tract	O	O
.	O	O
None	O	O
of	O	O
the	O	O
DNA	O	O
polymerases	O	O
examined	O	O
were	O	O
able	O	O
to	O	O
incorporate	O	O
this	O	O
compound	O	O
into	O	O
the	O	O
growing	O	O
DNA	O	O
chain	O	O
.	O	O
Four	O	O
polyamine	O	O
conjugates	O	O
are	O	O
synthesized	O	O
,	O	O
two	O	O
of	O	O
terephthalic	O	O
acid	O	O
[	O	B-IUPAC
N	B-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
1	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
carboxy	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
benzoylspermine	I-IUPAC	I-IUPAC
(	O	O
7	O	O
)	O	O
and	O	O
its	O	O
methyl	O	B-IUPAC
ester	O	I-IUPAC
(	O	O
6	O	O
)	O	O
]	O	O
and	O	O
two	O	O
of	O	O
(	B-IUPAC	B-IUPAC
S	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
2,4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
dihydroxyphenyl	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4,5	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
dihydro	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
methyl	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
thiazolecarboxylic	I-IUPAC	I-IUPAC
acid	I-IUPAC	I-IUPAC
[	O	I-IUPAC
(	O	I-IUPAC
S	O	I-IUPAC
)	O	I-IUPAC
-	O	I-IUPAC
4'	O	I-IUPAC
-	O	I-IUPAC
(	O	I-IUPAC
HO	O	I-IUPAC
)	O	I-IUPAC
-	O	I-IUPAC
DADFT	O	I-IUPAC
]	O	I-IUPAC
[	O	I-IUPAC
(	B-IUPAC	I-IUPAC
S	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4,5	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
dihydro	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
[	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
hydroxy	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
12	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
amino	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
5,9	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
diazadodecyl	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
oxy	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
phenyl	I-IUPAC	I-IUPAC
]	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
methyl	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
thiazolecarboxylic	I-IUPAC	I-IUPAC
acid	I-IUPAC	I-IUPAC
(	O	O
10	O	O
)	O	O
and	O	O
its	O	O
ethyl	O	B-IUPAC
ester	O	I-IUPAC
(	O	O
9	O	O
)	O	O
]	O	O
.	O	O
The	O	O
activity	O	O
of	O	O
the	O	O
title	O	O
compounds	O	O
was	O	O
determined	O	O
in	O	O
vitro	O	O
against	O	O
Gram	O	O
-	O	O
positive	O	O
and	O	O
Gram	O	O
-	O	O
negative	O	O
bacteria	O	O
,	O	O
and	O	O
the	O	O
in	O	O
vivo	O	O
efficacy	O	O
of	O	O
selected	O	O
derivatives	O	O
was	O	O
determined	O	O
using	O	O
a	O	O
mouse	O	O
infection	O	O
model	O	O
.	O	O
The	O	O
three	O	O
-	O	O
atom	O	O
-	O	O
bridged	O	O
analogue	O	O
4	O	O
was	O	O
somewhat	O	O
more	O	O
inhibitory	O	O
to	O	O
human	O	O
TS	O	O
than	O	O
methotrexate	O	O
(	O	O
MTX	O	O
)	O	O
.	O	O
The	O	O
new	O	O
compounds	O	O
,	O	O
bearing	O	O
a	O	O
branched	O	O
(	O	O
4	O	O
)	O	O
or	O	O
a	O	O
geometrically	O	O
constrained	O	O
benzyl	B-IUPAC	O
/	O	O
phenylethyl	B-IUPAC	B-IUPAC
amide	I-IUPAC	I-IUPAC
side	B-MODIFIER	B-MODIFIER
chain	I-MODIFIER	I-MODIFIER
(	O	O
5-8	O	O
)	O	O
,	O	O
represent	O	O
the	O	O
continuation	O	O
of	O	O
our	O	O
research	O	O
on	O	O
N	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
benzylindol	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
ylglyoxylylamides	I-IUPAC	I-IUPAC
1	O	O
(	O	O
Da	O	O
Settimo	O	O
et	O	O
al.	O	O
,	O	O
1996	O	O
)	O	O
,	O	O
N'	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
phenylindol	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
ylglyoxylohydrazides	I-IUPAC	I-IUPAC
2	O	O
(	O	O
Da	O	O
Settimo	O	O
et	O	O
al.	O	O
,	O	O
1998	O	O
)	O	O
,	O	O
and	O	O
N	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
indol	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
ylglyoxylyl	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
alanine	I-IUPAC	I-IUPAC
derivatives	B-MODIFIER	B-MODIFIER
3	O	O
(	O	O
Primofiore	O	O
et	O	O
al.	O	O
,	O	O
1989	O	O
)	O	O
.	O	O
Nine	O	O
compounds	O	O
with	O	O
BZ	O	O
receptor	O	O
IC50	O	O
binding	O	O
affinity	O	O
values	O	O
equal	O	O
or	O	O
superior	O	O
to	O	O
diazepam	O	O
were	O	O
evaluated	O	O
in	O	O
secondary	O	O
screening	O	O
.	O	O
Provided	O	O
these	O	O
types	O	O
of	O	O
purines	O	O
and	O	O
pyrimidines	O	O
do	O	O
not	O	O
exhibit	O	O
undesirable	O	O
toxicity	O	O
,	O	O
they	O	O
may	O	O
be	O	O
superior	O	O
to	O	O
O6	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
benzylguanine	I-IUPAC	I-IUPAC
as	O	O
chemotherapeutic	O	O
adjuvants	O	O
for	O	O
enhancing	O	O
the	O	O
effectiveness	O	O
of	O	O
antitumor	O	O
drugs	O	O
for	O	O
which	O	O
the	O	O
mechanism	O	O
of	O	O
action	O	O
involves	O	O
modification	O	O
of	O	O
the	O	O
O6	O	O
-	O	O
position	O	O
of	O	O
DNA	O	O
guanine	O	O
residues	O	O
.	O	O
Substituted	O	O
indole	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
5	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
carboxamides	I-IUPAC	I-IUPAC
and	O	O
indole	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
6	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
carboxamides	I-IUPAC	I-IUPAC
have	O	O
been	O	O
found	O	O
to	O	O
be	O	O
potent	O	O
and	O	O
selective	O	O
antagonists	O	O
of	O	O
the	O	O
peptidoleukotrienes	O	O
.	O	O
The	O	O
initial	O	O
purpose	O	O
of	O	O
this	O	O
work	O	O
was	O	O
to	O	O
determine	O	O
the	O	O
influence	O	O
of	O	O
different	O	O
groups	O	O
in	O	O
position	O	O
3	O	O
.	O	O
2	O	O
microM	O	O
)	O	O
was	O	O
shown	O	O
to	O	O
reside	O	O
exclusively	O	O
in	O	O
8	O	O
(	O	O
IC50	O	O
=	O	O
0.11	O	O
+	O	O
/	O	O
-	O	O
0.01	O	O
microM	O	O
;	O	O
EC50	O	O
=	O	O
0.71	O	O
+	O	O
/	O	O
-	O	O
0.11	O	O
microM	O	O
)	O	O
,	O	O
whereas	O	O
9	O	O
did	O	O
not	O	O
interact	O	O
significantly	O	O
with	O	O
AMPA	O	O
receptors	O	O
,	O	O
either	O	O
as	O	O
an	O	O
agonist	O	O
or	O	O
as	O	O
an	O	O
antagonist	O	O
.	O	O
The	O	O
data	O	O
indicated	O	O
that	O	O
a	O	O
considerable	O	O
degree	O	O
of	O	O
structural	O	O
variation	O	O
is	O	O
possible	O	O
while	O	O
still	O	O
retaining	O	O
nanomolar	O	O
affinity	O	O
at	O	O
sigma	O	O
receptors	O	O
.	O	O
All	O	O
radioactive	O	O
compounds	O	O
were	O	O
substrates	O	O
for	O	O
MGMT	O	O
,	O	O
as	O	O
demonstrated	O	O
using	O	O
a	O	O
competitive	O	O
repair	O	O
assay	O	O
.	O	O
Neither	O	O
the	O	O
chromophore	O	O
,	O	O
[	B-IUPAC	B-IUPAC
1	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
3,4	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
dihydro	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
8	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
hydroxy	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
1	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
oxo	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
1H	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
benzopyran	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
yl	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
methylbutyl	I-IUPAC	I-IUPAC
]	I-IUPAC	I-IUPAC
ammonium	I-IUPAC	I-IUPAC
chloride	I-IUPAC	I-IUPAC
(	O	O
2	O	O
)	O	O
,	O	O
nor	O	O
the	O	O
side	O	O
-	O	O
chain	O	O
moiety	O	O
,	O	O
4	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
amino	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
2,3	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
dihydroxyhexanedioic	I-IUPAC	I-IUPAC
acid	I-IUPAC	I-IUPAC
(	O	O
4	O	O
)	O	O
,	O	O
as	O	O
separate	O	O
fragments	O	O
alone	O	O
showed	O	O
any	O	O
significant	O	O
activity	O	O
.	O	O
As	O	O
for	O	O
BTCP	O	O
,	O	O
all	O	O
of	O	O
the	O	O
compounds	O	O
tested	O	O
showed	O	O
Ki	O	O
values	O	O
&	O	O
gt	O	O
;	O	O
10,000	O	O
nM	O	O
for	O	O
displacement	O	O
of	O	O
[	O	O
3H	O	O
]	O	O
TCP	O	O
from	O	O
rat	O	O
brain	O	O
homogenates	O	O
.	O	O
Radiochemical	O	O
yields	O	O
,	O	O
with	O	O
respect	O	O
to	O	O
initial	O	O
[	O	O
18F	O	O
]	O	O
fluoride	O	O
ion	O	O
radioactivity	O	O
,	O	O
were	O	O
68-72%	O	O
(	O	O
decay	O	O
-	O	O
corrected	O	O
)	O	O
and	O	O
49-52%	O	O
(	O	O
non	O	O
-	O	O
decay	O	O
-	O	O
corrected	O	O
)	O	O
,	O	O
and	O	O
the	O	O
specific	O	O
radioactivities	O	O
at	O	O
EOB	O	O
were	O	O
4-7	O	O
Ci	O	O
/	O	O
micromol	O	O
(	O	O
148-259	O	O
GBq	O	O
/	O	O
micromol	O	O
)	O	O
.	O	O
Screening	O	O
of	O	O
the	O	O
compounds	O	O
was	O	O
with	O	O
one	O	O
of	O	O
two	O	O
assays	O	O
.	O	O
(	I-IUPAC	B-IUPAC
R	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
mandelate	I-IUPAC	I-IUPAC
.	O	O
The	O	O
ring	O	O
closure	O	O
of	O	O
3	B-MODIFIER	B-MODIFIER
-	I-MODIFIER	I-MODIFIER
substituted	I-MODIFIER	I-MODIFIER
5	B-PARTIUPAC	B-PARTIUPAC
-	I-PARTIUPAC	I-PARTIUPAC
cyclopentanecarboxamido	I-PARTIUPAC	I-PARTIUPAC
-	I-PARTIUPAC	I-PARTIUPAC
and	O	O
5	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
benzoylamino	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
6	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
aminouracils	I-IUPAC	I-IUPAC
requires	O	O
drastic	O	O
reaction	O	O
conditions	O	O
.	O	O
O	O	O
(	O	O
6	O	O
)	O	O
-	O	O
Substituted	O	O
guanine	B-IUPAC	O
derivatives	B-MODIFIER	O
are	O	O
powerful	O	O
agents	O	O
used	O	O
for	O	O
tumor	O	O
cell	O	O
sensitization	O	O
by	O	O
inhibition	O	O
of	O	O
the	O	O
DNA	O	O
repair	O	O
enzyme	O	O
O	O	O
(	O	O
6	O	O
)	O	O
-	O	O
methylguanine	O	O
-	O	O
DNA	O	O
methyltransferase	O	O
(	O	O
MGMT	O	O
)	O	O
.	O	O
Biochemistry	O	O
1986	O	O
,	O	O
25	O	O
,	O	O
3021-3031	O	O
)	O	O
.	O	O
In	O	O
the	O	O
2,4	O	O
series	O	O
,	O	O
activity	O	O
against	O	O
aniline	O	O
hydroxylase	O	O
was	O	O
poor	O	O
or	O	O
absent	O	O
in	O	O
most	O	O
cases	O	O
.	O	O
The	O	O
key	O	O
compounds	O	O
11a	O	O
,	O	O
b	O	O
were	O	O
conveniently	O	O
obtained	O	O
by	O	O
Stille	O	O
coupling	O	O
between	O	O
2,5	B-IUPAC	B-IUPAC
-	I-IUPAC	I-IUPAC
bis	I-IUPAC	I-IUPAC
(	I-IUPAC	I-IUPAC
tri	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
n	I-IUPAC	I-IUPAC
-	I-IUPAC	I-IUPAC
butylstannyl	I-IUPAC	I-IUPAC
)	I-IUPAC	I-IUPAC
furan	I-IUPAC	I-IUPAC
and	O	O
the	O	O
corresponding	O	O
heteroaryl	O	O
halides	O	O
.	O	O
The	O	O
effect	O	O
of	O	O
the	O	O
compounds	O	O
was	O	O
time	O	O
-	O	O
,	O	O
pH	O	O
-	O	O
,	O	O
and	O	O
concentration	O	O
-	O	O
dependent	O	O
,	O	O
with	O	O
&	O	O
gt	O	O
;	O	O
50%	O	O
and	O	O
&	O	O
gt	O	O
;	O	O
80%	O	O
estrogen	O	O
-	O	O
binding	O	O
sites	O	O
inactivated	O	O
at	O	O
0	O	O
degrees	O	O
C	O	O
and	O	O
pH	O	O
8.5	O	O
,	O	O
for	O	O
the	O	O
less	O	O
active	O	O
and	O	O
more	O	O
active	O	O
compounds	O	O
,	O	O
respectively	O	O
;	O	O
the	O	O
corresponding	O	O
IC50	O	O
